HP,SSD,1920,1.6,8,256,0,549
Lenovo,SSD,1920,2.5,4,128,0,255
Acer,HDD,1366,3,4,1024,0,252
Dell,SSD,1920,2.8,16,128,1024,862
HP,SSD,1920,1.8,8,256,0,446
HP,SSD,1920,2.5,8,256,0,382
Asus,SSD,1920,2.8,16,128,1024,926
Dell,SSD,1920,1.8,8,256,0,1054
Asus,HDD,1920,3,8,1024,0,446
Acer,HDD,1920,1.8,8,1024,0,440
HP,SSD,1920,1.8,16,512,0,765
Dell,SSD,1920,2.5,8,256,0,764
Asus,SSD,1920,2.7,8,256,0,670
Acer,SSD,1920,1.6,8,256,0,541
Dell,HDD,1920,2.7,8,1024,0,383
Dell,SSD,1920,2,4,256,0,310
Asus,SSD,1920,2.4,6,256,0,368
HP,SSD,1920,2.8,12,128,1024,798
HP,SSD,1920,2.7,8,256,0,459
HP,HDD,1920,1.5,4,500,0,223
Dell,HDD,1920,1.6,8,1024,0,413
HP,SSD,1920,2.7,8,256,0,715
Microsoft,SSD,2256,2.5,8,256,0,856
HP,SSD,1920,2.5,6,256,0,421
Lenovo,HDD,1920,2,4,1024,0,265
Asus,SSD,1920,2.7,8,256,0,762
MSI,SSD,1920,2.8,16,256,1024,830
Lenovo,SSD,1920,2.7,8,256,0,946
Asus,SSD,1920,1.8,16,256,1024,806
Dell,SSD,3200,2.4,8,256,0,881
Lenovo,SSD,1920,2.5,8,256,0,894
HP,HDD,1366,1.6,4,500,0,461
Dell,SSD,1920,1.6,8,256,0,1041
HP,SSD,1920,1.6,8,256,0,894
HP,SSD,1920,1.8,8,512,0,693
Dell,SSD,1920,1.8,8,256,1024,722
Asus,HDD,1920,2,4,1024,0,360
Asus,SSD,1920,1.8,8,256,0,714
Acer,HDD,1920,2.4,6,1024,0,306
MSI,SSD,1920,2.8,16,256,2048,1433
Lenovo,SSD,1920,2.5,8,256,0,402
HP,SSD,1920,1.8,16,512,0,812
Acer,SSD,1366,3,4,256,0,288
HP,HDD,1366,1.6,4,500,0,165
HP,HDD,1920,1.6,8,1024,0,519
Asus,SSD,1366,1.5,4,64,0,177
Dell,SSD,1920,1.8,16,256,2048,892
HP,SSD,1920,1.6,8,256,0,593
Dell,HDD,1366,2.5,8,1024,0,408
Dell,HDD,1920,2,4,1024,0,287
Acer,SSD,1920,1.8,8,256,0,565
Acer,SSD,1920,2.7,4,256,0,365
HP,HDD,1366,2.7,8,1024,0,382
HP,SSD,1920,1.8,8,256,0,631
Lenovo,HDD,1366,1.1,4,1024,0,161
Asus,SSD,1920,2.5,8,128,1024,599
Lenovo,HDD,1920,2.5,4,1024,0,319
HP,SSD,1920,2.5,4,256,0,446
Acer,HDD,1920,2.7,4,1024,0,418
Lenovo,SSD,1920,1.6,8,256,0,713
Lenovo,SSD,1920,2.8,8,256,0,555
Toshiba,HDD,1366,2.3,4,500,0,384
HP,SSD,1366,2.5,4,256,0,235
Asus,SSD,1920,1.8,8,256,0,702
HP,SSD,3840,1.2,8,512,0,1287
Asus,HDD,1920,1.1,4,1024,0,219
MSI,SSD,1920,2.8,16,256,1024,1297
Acer,HDD,1366,2,4,1024,0,285
Dell,SSD,1920,2.8,16,512,0,798
Dell,Hybrid,1920,2.8,8,1024,0,574
Lenovo,SSD,1366,2.5,4,128,0,318
MSI,SSD,1920,2.8,16,256,1024,1208
HP,SSD,1920,2.7,4,256,0,691
HP,SSD,1920,1.6,6,256,0,395
Lenovo,SSD,1920,2.4,4,256,0,402
Asus,SSD,1920,1.6,8,256,0,840
Dell,SSD,1920,1.8,8,256,0,670
Toshiba,HDD,1366,2.2,4,500,0,285
Asus,HDD,1366,3,4,1024,0,257
Acer,SSD,1920,1.6,4,256,0,514
Dell,SSD,1920,1.6,8,256,0,465
Lenovo,SSD,1920,2.8,16,256,0,689
Acer,HDD,1366,1.1,4,1024,0,222
MSI,SSD,1920,2.8,16,256,1024,1150
Acer,HDD,1366,1.1,4,1024,0,232
Dell,SSD,1920,2.8,8,128,1024,678
Acer,SSD,1920,1.6,8,256,0,546
HP,HDD,1920,1.6,4,500,0,482
Huawei,SSD,2160,2.5,8,256,0,862
HP,HDD,1920,2.5,6,2048,0,446
Lenovo,HDD,1366,2.9,4,500,0,197
Toshiba,HDD,1366,2.4,4,500,0,312
HP,SSD,1920,1.6,8,256,0,590
Dell,HDD,1366,2.4,8,1024,0,293
Acer,SSD,1366,2,4,128,0,287
MSI,SSD,1920,2.9,32,512,1024,1789
Lenovo,SSD,1920,2.5,8,128,1024,519
HP,SSD,3840,1.6,8,256,0,958
Dell,SSD,1920,1.8,16,256,2048,670
Dell,SSD,1920,1.6,8,256,0,894
Lenovo,SSD,3840,1.8,16,512,0,1182
Toshiba,SSD,1366,2.5,8,128,0,507
Xiaomi,SSD,1920,1.6,8,256,0,766
Dell,SSD,1920,1.8,16,512,0,990
Dell,SSD,3840,2.8,16,512,0,1532
Lenovo,SSD,1920,2.5,8,256,0,498
Acer,SSD,1920,1.2,8,256,0,632
Dell,SSD,1920,1.8,8,128,1024,693
Lenovo,SSD,2560,2.7,16,1024,0,1805
Vero,Flash,1920,1.1,4,32,0,166
Xiaomi,SSD,1920,2.5,8,256,0,639
Lenovo,SSD,1600,1.6,8,256,0,446
Dell,HDD,1920,1.8,8,1024,0,536
HP,HDD,1920,1.6,8,1024,0,584
Razer,SSD,3840,2.9,32,1024,0,3899
HP,SSD,1920,1.6,8,512,0,613
HP,SSD,1920,2.8,16,256,1024,881
HP,SSD,1920,1.8,8,256,0,668
Dell,SSD,3840,2.8,16,512,1024,1179
Lenovo,SSD,1366,2.3,4,128,0,315
Acer,HDD,1920,2.7,8,1024,0,474
Lenovo,SSD,1920,2.8,16,512,1024,1118
Dell,SSD,3840,3,16,256,1024,1953
Lenovo,SSD,1920,2.8,16,512,0,893
Dell,HDD,1366,2.4,6,1024,0,280
Dell,SSD,3840,1.8,8,256,0,1246
Dell,SSD,1920,1.8,8,256,0,926
Lenovo,SSD,1366,2.5,8,256,0,381
Acer,HDD,1920,2.8,8,1024,0,498
Asus,SSD,1920,2.8,16,256,1024,899
HP,HDD,1920,2,4,500,0,223
Lenovo,SSD,1920,2.5,8,256,0,351
Huawei,SSD,2160,2.7,8,512,0,958
Dell,SSD,1920,1.8,8,256,0,595
Lenovo,HDD,1600,2.5,8,1024,0,376
HP,SSD,1920,1.8,8,256,0,659
Dell,SSD,1920,1.6,8,256,0,734
Dell,SSD,1920,1.8,16,512,0,817
Dell,SSD,1920,1.6,8,256,0,433
Lenovo,SSD,1920,1.6,8,256,0,574
Toshiba,SSD,1920,2.5,8,256,0,871
HP,HDD,1920,1.6,8,1024,0,507
Dell,SSD,1920,2.8,16,256,1024,1570
Acer,SSD,1920,2.7,8,256,0,531
Dell,HDD,1920,2.7,16,1024,0,549
Asus,SSD,1920,2.5,8,256,0,491
Asus,SSD,1920,2.5,8,256,500,569
HP,HDD,1920,2.7,8,1024,0,811
Asus,HDD,1366,2.4,4,1024,0,255
HP,HDD,1366,1.5,4,500,0,210
Lenovo,SSD,1920,2.8,16,256,1024,958
Dell,SSD,1920,2.5,8,256,0,549
Acer,SSD,1920,2.3,8,256,0,440
Dell,SSD,1920,2.7,16,256,0,574
Acer,HDD,1366,2,4,1024,0,249
Asus,SSD,1920,2.5,4,128,1024,367
Asus,SSD,1920,2.9,32,512,1024,2487
Acer,SSD,1920,2.5,8,256,0,540
Lenovo,SSD,1366,2,8,128,0,376
Asus,SSD,1920,1.8,8,128,1024,732
Asus,SSD,1920,2.7,8,128,1024,568
Dell,SSD,1920,2.5,8,256,0,561
Lenovo,SSD,1920,2.7,8,256,0,689
Dell,SSD,1920,1.8,8,128,2048,629
HP,HDD,1366,2.5,8,1024,0,357
Asus,SSD,1920,2.9,16,256,0,1917
HP,HDD,1920,1.6,4,500,0,431
Apple,SSD,2560,3.1,8,512,0,1304
Dell,HDD,1920,1.8,8,1024,0,523
Asus,SSD,1920,2.8,16,256,1024,1150
Asus,HDD,1366,3,4,1024,0,299
Lenovo,SSD,1920,1.8,8,512,0,1182
Acer,SSD,1920,2.7,4,256,0,448
Dell,SSD,1920,1.6,8,256,0,606
HP,SSD,1366,2.5,8,128,0,285
HP,HDD,1920,1.8,16,1024,0,677
MSI,SSD,1920,2.8,16,512,1024,1597
Lenovo,SSD,1920,2.8,8,512,0,1086
Dell,SSD,1920,1.8,8,128,1024,730
Lenovo,SSD,1920,2,4,256,0,283
HP,HDD,1920,1.6,4,500,0,461
Dell,HDD,1920,2.5,4,1024,0,420
Dell,HDD,1920,2.5,8,1024,0,361
Dell,SSD,1920,1.6,8,256,0,510
Asus,SSD,1920,1.8,8,512,512,958
Lenovo,HDD,1920,2.5,4,1024,0,298
HP,HDD,1920,1.8,8,1024,0,650
Lenovo,SSD,1920,1.8,8,256,0,562
Apple,SSD,2560,2.9,8,512,0,1252
Asus,SSD,1920,3,16,256,1024,990
Dell,SSD,1920,1.8,8,256,0,469
Lenovo,SSD,2560,2.6,16,512,0,1597
Toshiba,HDD,1366,2.5,8,500,0,519
Dell,HDD,1366,2.7,12,1024,0,455
Dell,SSD,1920,1.8,8,128,1024,702
Acer,HDD,1920,1.8,8,1024,0,476
Lenovo,HDD,1600,2,4,1024,0,312
Lenovo,HDD,1920,1.8,8,2048,0,542
Lenovo,SSD,1600,2.7,6,128,1024,549
Dell,HDD,1920,2,4,1024,0,273
Lenovo,SSD,1920,2.5,8,256,0,530
Lenovo,SSD,1920,2.5,6,256,0,370
Acer,SSD,1920,1.8,8,256,0,608
Acer,HDD,1920,2.7,12,1024,0,421
Lenovo,SSD,1920,2.7,8,256,0,701
Asus,SSD,1920,2.5,8,256,0,624
Lenovo,SSD,1920,2.8,16,256,1024,753
Lenovo,HDD,1920,2.7,8,1024,0,421
Acer,SSD,1366,1.5,2,16,0,127
Asus,HDD,1920,2.8,8,1024,0,758
HP,HDD,1600,2,8,1024,0,312
Dell,SSD,1920,2.8,8,256,0,1169
Lenovo,SSD,1920,1.6,8,256,0,472
Lenovo,HDD,1920,2.8,8,1024,0,830
Acer,SSD,1920,2.8,8,256,0,625
Dell,SSD,1920,2.9,16,256,0,1844
Lenovo,HDD,1920,2.4,6,1024,0,319
Asus,SSD,1920,2.7,16,512,0,938
Asus,SSD,1366,2.4,4,128,0,325
Asus,SSD,1920,2.8,16,256,1024,1356
Lenovo,HDD,1600,2.5,6,1024,0,414
Lenovo,HDD,1366,2.5,8,2048,0,351
Asus,SSD,1920,2.8,8,128,1024,808
Lenovo,HDD,1366,1.1,4,1024,0,230
HP,SSD,1920,2.8,16,256,0,1262
Toshiba,SSD,1920,2.5,8,256,0,666
Lenovo,SSD,1920,2.5,8,128,1024,523
HP,HDD,1920,2,4,1024,0,299
Lenovo,SSD,1920,2.5,8,256,0,638
Dell,SSD,3840,1.8,16,1024,0,1597
MSI,SSD,1920,2.8,16,256,1024,1342
Acer,SSD,1920,2.2,8,256,0,299
Asus,Flash,1366,1.1,2,32,0,175
Dell,SSD,1920,1.6,8,128,1024,539
HP,SSD,3840,1.8,16,1024,0,1565
Lenovo,Flash,1366,1.6,4,16,0,294
HP,SSD,1920,2.5,8,256,0,626
Acer,Flash,1366,1.6,4,128,0,310
HP,SSD,1920,2.7,8,256,0,826
Lenovo,HDD,1600,2.5,4,1024,0,376
Asus,SSD,1920,2.7,8,256,0,699
HP,HDD,1366,1.8,8,1024,0,576
Acer,SSD,1366,2.7,8,256,0,421
Lenovo,Flash,1366,1.1,4,32,0,186
Acer,HDD,1366,2.5,6,1024,0,351
Asus,SSD,1920,2.7,8,256,0,671
HP,SSD,1920,2.7,8,256,0,853
Dell,SSD,3840,2.8,32,1024,0,1687
MSI,SSD,1920,2.8,8,256,1024,766
Toshiba,SSD,1920,2.5,8,256,0,602
Asus,SSD,1920,2.7,8,256,1024,852
Lenovo,HDD,1920,2,4,1024,0,287
Asus,SSD,1920,2.8,8,256,0,638
HP,SSD,1920,2.6,8,256,0,810
Dell,SSD,1920,1.6,8,128,1024,670
HP,SSD,1920,2.5,8,256,0,731
Asus,HDD,1366,1.1,4,1024,0,175
Dell,SSD,1920,1.6,8,256,0,730
Dell,HDD,1366,1.6,4,500,0,175
Lenovo,HDD,1920,3.6,12,2048,0,574
HP,HDD,1920,2.4,8,1024,0,457
Lenovo,SSD,3840,1.8,16,512,0,1342
Dell,SSD,1920,1.8,8,256,0,1009
Lenovo,SSD,1920,2.8,16,256,2048,721
HP,Flash,1366,1.6,2,32,0,178
Dell,SSD,1920,1.9,16,512,256,1028
Asus,Flash,1366,1.1,4,32,0,239
Dell,HDD,1920,1.6,8,1024,0,423
Dell,SSD,3840,2.8,16,512,0,1296
HP,SSD,1920,2.7,8,256,0,833
MSI,SSD,1920,2.8,8,128,1024,900
HP,SSD,1920,2.8,8,256,0,1111
Toshiba,SSD,1920,2.5,16,512,0,897
Dell,SSD,1920,1.8,8,128,2048,620
Lenovo,HDD,1366,1.1,4,1024,0,205
Dell,HDD,1920,2.5,8,1024,0,638
Dell,HDD,1366,2.5,8,2048,0,356
Dell,SSD,1920,2.6,8,256,0,912
HP,HDD,1366,2,4,500,0,280
Asus,SSD,1920,2.5,8,256,0,604
Lenovo,SSD,1600,2.5,6,128,1024,459
HP,HDD,1920,2.5,8,1024,0,408
Lenovo,SSD,1366,2,8,256,0,319
HP,HDD,1366,1.6,8,2048,0,248
Dell,SSD,1920,1.6,8,128,1024,693
Lenovo,SSD,1920,2.5,8,128,1024,517
Dell,SSD,1920,2.7,8,256,0,574
HP,SSD,1920,2.7,8,256,0,1118
Asus,SSD,1920,2.7,12,512,2048,702
Acer,SSD,1366,3,4,128,0,272
Asus,SSD,1920,3,16,256,1024,1405
Lenovo,SSD,1600,2.2,4,128,0,312
Dell,SSD,1920,1.8,8,256,0,555
HP,SSD,1920,3,4,256,0,312
Lenovo,SSD,1366,1.1,4,128,0,353
Dell,HDD,1366,1.6,4,500,0,197
Asus,Flash,1366,1.1,4,32,0,182
Acer,HDD,1920,2.8,8,1024,0,540
HP,SSD,1920,2.8,8,128,1024,761
Lenovo,SSD,1920,2,4,128,0,257
Asus,SSD,1920,2.8,8,128,1024,1058
Lenovo,SSD,1920,2.5,8,256,0,702
Asus,SSD,1920,2.7,16,512,0,1118
Lenovo,SSD,2560,2.7,8,512,0,1459
Lenovo,SSD,1920,2.4,4,128,0,351
Dell,HDD,1920,2.6,8,500,0,875
Dell,SSD,1920,2.7,8,256,0,1365
Lenovo,SSD,2560,2.7,16,512,0,1604
Asus,HDD,1920,2.8,8,1024,0,664
Asus,SSD,1920,2.8,16,256,1024,1017
Acer,HDD,1366,1.6,12,1024,0,443
MSI,SSD,1920,2.8,8,256,0,862
Dell,SSD,1920,2.7,8,256,0,497
HP,SSD,1920,3,4,256,0,319
Lenovo,SSD,1920,1.8,8,256,0,786
Lenovo,SSD,1920,2.5,8,256,0,599
Dell,SSD,3840,2.8,8,256,0,1733
Lenovo,SSD,2560,2.7,16,1024,0,1678
Lenovo,HDD,1366,1.1,4,1024,0,195
Asus,SSD,1920,2.8,16,256,1024,977
Lenovo,SSD,1920,1.6,8,256,1024,731
Acer,SSD,1920,2.8,8,256,0,561
MSI,SSD,1920,2.8,16,256,1024,1437
Asus,SSD,1920,2.7,8,512,0,1197
Toshiba,SSD,1920,2.5,16,512,0,1116
Dell,SSD,1920,2.8,8,512,0,1074
Lenovo,HDD,1920,2,4,500,0,261
Lenovo,Flash,1366,1.1,2,32,0,194
Lenovo,SSD,1920,2.8,8,512,0,1230
Lenovo,SSD,2560,2.8,8,512,0,1242
HP,HDD,1920,2,4,1024,0,299
Acer,SSD,1920,2.5,8,256,0,504
Asus,SSD,1920,2.5,8,256,0,593
Dell,SSD,1920,2.5,4,256,0,382
Dell,SSD,1366,2,4,128,0,440
HP,SSD,1920,2.5,8,256,0,959
Dell,HDD,1366,2.5,8,1024,0,345
Lenovo,SSD,1920,1.8,8,256,0,777
Lenovo,SSD,3840,2.8,16,512,0,1214
Chuwi,Flash,2736,1.1,6,64,0,287
HP,SSD,1920,2.9,8,256,0,912
Asus,HDD,1920,2.4,8,1024,0,381
Dell,SSD,2560,2.9,16,256,1024,1789
Dell,SSD,1920,2.8,8,128,1024,741
Dell,SSD,1920,1.8,8,256,2048,730
Dell,SSD,1920,2.8,8,256,0,702
HP,SSD,1920,2.8,12,256,1024,1278
Mediacom,SSD,1920,1.1,4,32,0,191
Samsung,Flash,1366,1.6,4,16,0,171
Lenovo,SSD,1920,2.7,8,256,0,645
Lenovo,SSD,1920,2.7,4,128,0,382
Lenovo,SSD,3840,2.8,16,512,0,1563
Lenovo,SSD,1920,2.9,16,512,0,1565
Asus,SSD,1920,3.2,8,256,1024,1083
HP,HDD,1366,1.6,4,500,0,221
Google,SSD,2400,1.3,16,512,0,1405
Lenovo,SSD,2560,2.7,24,512,0,1522
Asus,SSD,1920,2.5,4,256,0,357
Lenovo,HDD,1600,2.5,8,1024,0,331
Dell,SSD,1920,1.6,4,256,0,478
Lenovo,SSD,1920,2.5,8,256,0,913
Lenovo,SSD,1920,1.1,4,128,0,223
HP,SSD,1920,2.8,8,128,1024,702
Dell,SSD,1920,2.8,8,256,0,753
Acer,HDD,1366,2.5,4,500,0,282
Dell,Flash,1920,3,8,64,0,1274
MSI,SSD,1920,2.5,8,256,0,657
Microsoft,SSD,2256,2.5,16,512,0,1655
HP,SSD,1366,2.5,8,128,0,376
Dell,SSD,1920,2.7,16,256,0,1262
HP,SSD,1920,2.9,8,512,0,980
Lenovo,SSD,1920,2.5,8,256,0,859
Dell,SSD,1920,1.8,8,128,1024,625
Dell,HDD,1366,1.6,4,500,0,306
Dell,HDD,1920,2.7,8,1024,0,1308
Microsoft,SSD,2256,2.2,4,128,0,632
Microsoft,SSD,2256,2.5,8,256,0,1150
HP,SSD,1600,2,8,256,0,409
Acer,HDD,1920,2,4,1024,0,347
Acer,SSD,1366,1.6,4,128,0,278
Asus,HDD,1920,2.5,8,1024,0,478
Lenovo,SSD,1920,2.7,8,512,0,510
Lenovo,SSD,1920,2.9,8,256,0,1336
Asus,HDD,1366,1.1,4,500,0,194
Acer,HDD,1366,2,4,500,0,299
Dell,HDD,1920,1.6,8,2048,0,485
HP,HDD,1920,2.8,12,1024,0,1086
Lenovo,SSD,2560,2.6,12,256,0,1187
HP,SSD,3840,1.8,8,512,0,1278
HP,HDD,1920,2.5,8,500,0,737
Google,SSD,2400,1.2,8,128,0,815
Dell,SSD,1920,1.6,8,256,0,1177
Asus,SSD,3840,2.6,12,128,1024,830
Dell,SSD,1366,2.3,8,128,0,473
Dell,SSD,1920,2.8,8,256,0,1539
Lenovo,SSD,1920,2.5,8,180,0,872
Dell,HDD,1920,1.6,8,1024,0,431
Toshiba,SSD,1920,2.5,8,256,0,1069
Dell,SSD,1920,1.8,8,512,0,806
Dell,HDD,1366,2.4,4,1024,0,375
HP,SSD,1920,1.6,4,128,0,464
Chuwi,Flash,1920,1.44,4,64,0,159
Lenovo,SSD,1366,2,4,128,0,361
Lenovo,SSD,1920,1.6,8,256,0,670
Dell,SSD,1920,2.7,16,512,0,1494
Dell,SSD,1920,2.8,16,512,0,1214
Lenovo,SSD,1920,2.7,16,512,0,1149
Asus,SSD,1920,2.7,16,512,0,1246
Lenovo,SSD,1920,2.5,8,256,0,647
Toshiba,SSD,1920,2.7,32,512,0,1789
Asus,SSD,1920,2.8,8,128,1024,863
Acer,HDD,1366,2.5,8,1024,0,370
Asus,SSD,1920,2.6,24,256,1024,811
Lenovo,SSD,1366,2.3,8,180,0,702
Lenovo,SSD,1920,1.8,8,256,0,574
HP,SSD,1920,2.8,8,1024,0,1118
Lenovo,SSD,1920,2.4,8,256,0,606
Lenovo,SSD,1920,2.5,8,256,0,582
Asus,Flash,1366,1.1,4,64,0,217
HP,SSD,1366,2.5,8,256,0,395
Lenovo,SSD,1920,1.6,8,256,0,1022
Lenovo,HDD,1366,1.1,4,500,0,191
Lenovo,SSD,1366,1.6,4,16,0,169
Lenovo,SSD,1920,2.5,8,256,0,606
Asus,SSD,1920,2.7,8,256,1024,782
Acer,HDD,1920,1.6,4,1024,0,391
HP,SSD,1920,2.7,8,512,0,845
Lenovo,SSD,1920,2.8,8,256,1024,734
Dell,SSD,1920,2.5,8,128,0,574
Acer,HDD,1920,2.7,4,500,0,408
Dell,HDD,1920,2.5,8,1024,0,534
Dell,SSD,1920,1.8,16,256,2048,779
Xiaomi,SSD,1920,1.8,16,256,0,895
Asus,Flash,1366,1.1,2,32,0,156
HP,HDD,1366,1.6,4,1024,0,333
Asus,SSD,1920,2.8,24,512,0,1897
HP,SSD,1920,2.5,8,256,0,568
Asus,SSD,1920,2.8,16,256,1024,961
Lenovo,SSD,1920,2.8,8,256,1024,894
HP,SSD,1920,2.7,8,256,0,894
Dell,SSD,1920,2.6,8,256,0,818
HP,SSD,1366,2,4,128,0,440
Dell,SSD,1920,1.6,8,128,1024,568
Lenovo,SSD,1920,2.3,8,256,0,856
Lenovo,HDD,1920,2.7,4,1024,0,510
Lenovo,HDD,1366,2,8,2048,0,293
Dell,HDD,1920,2.5,4,500,0,374
Dell,SSD,1920,2.8,8,256,0,880
Dell,SSD,1920,2.8,16,128,1024,1926
Toshiba,HDD,1920,2.5,8,500,0,549
Asus,SSD,3840,2.7,8,256,1024,830
Mediacom,SSD,1920,1.1,4,32,0,235
Asus,SSD,1920,2.5,8,128,1024,1054
Dell,SSD,1920,2.8,8,256,0,875
Dell,SSD,1920,1.6,8,256,0,509
HP,SSD,1920,1.6,4,256,0,255
HP,HDD,1920,2.8,12,1024,0,1150
Lenovo,SSD,1920,2.7,8,256,0,549
Dell,SSD,3200,1.8,8,256,0,894
Dell,SSD,1920,2,4,128,0,470
HP,SSD,3200,2.7,8,256,0,732
Acer,HDD,1920,2.5,8,1024,0,510
Asus,HDD,1366,1.8,4,500,0,223
HP,SSD,1920,2.4,4,128,0,451
Lenovo,HDD,1920,2.5,4,500,0,501
Lenovo,HDD,1920,2.3,4,1024,0,295
HP,HDD,1920,2,4,500,0,253
Lenovo,SSD,1920,2.7,8,512,0,1105
Lenovo,SSD,1920,2,4,128,0,319
Dell,SSD,1920,2.5,8,256,0,714
Dell,SSD,1920,2.8,16,256,1024,1725
HP,HDD,1600,2,8,1024,0,347
HP,HDD,1920,2.7,8,1024,0,818
Asus,HDD,1366,1.1,4,500,0,143
Mediacom,Flash,1920,1.44,4,32,0,163
Lenovo,SSD,1600,2.7,6,128,1024,606
HP,SSD,1920,2.5,6,128,0,363
Dell,HDD,1366,2,4,1024,0,395
Acer,Flash,1920,2,4,32,0,223
Lenovo,SSD,1920,2.7,4,128,0,402
HP,SSD,3200,1.2,16,512,0,1256
Lenovo,SSD,1920,2.8,8,256,0,1917
Asus,SSD,1920,2.5,8,128,1024,536
Dell,SSD,3840,1.6,8,128,0,1022
Dell,HDD,1366,2.6,4,500,0,613
Fujitsu,HDD,1366,2.5,8,1024,0,472
Lenovo,HDD,1920,1.1,4,500,0,219
Lenovo,HDD,1366,2.5,4,500,0,632
HP,HDD,1600,2.8,8,500,0,1189
HP,HDD,1366,1.6,8,2048,0,248
HP,SSD,1920,3,6,256,0,414
Lenovo,SSD,1920,2.5,8,256,0,530
Lenovo,HDD,1920,1.6,4,500,0,437
Mediacom,SSD,1920,1.44,4,32,0,159
Toshiba,SSD,1920,2.7,16,512,0,1192
Lenovo,SSD,1920,2.7,32,256,1024,1702
MSI,SSD,1920,2.9,16,512,1024,1744
Dell,SSD,1920,2.7,8,256,0,478
Mediacom,SSD,1920,1.1,4,32,0,248
Dell,HDD,1366,2.6,8,500,0,644
HP,SSD,1920,2.4,4,128,0,459
Dell,SSD,1920,2.8,16,256,0,982
Dell,Flash,1366,1.6,4,16,0,188
MSI,SSD,1920,2.7,16,128,1024,1501
HP,SSD,1920,2.8,16,256,1024,957
Lenovo,SSD,1920,2.6,12,256,0,1069
Lenovo,HDD,1366,1.8,12,1024,0,389
Asus,SSD,1920,2.5,8,128,1024,1131
Asus,HDD,1366,2.5,8,1024,0,472
Lenovo,SSD,1920,3.6,12,512,0,606
Dell,SSD,1366,1,4,128,0,385
